Date,Salesperson,Product,Category,Quantity,Unit_Price,Total_Sale,Commission,Cost_of_Goods,Gross_Profit,Customer_ID,Lead_Source,Deal_Size,Profit_Margin,Month,Quarter,Year,Weekday
2022-01-07,Carol Brown,Gadget Y,Electronics,1,542.7365922856203,542.7365922856203,58.1527618425732,325.64195537137215,217.09463691424816,CUST_7619,Social Media,Medium,40.00000000000001,1,1,2022,Friday
2022-01-07,Alice Johnson,Widget C,Electronics,1,302.728148501613,302.728148501613,17.645761059388725,181.6368891009678,121.09125940064521,CUST_1928,Social Media,Large,40.0,1,1,2022,Friday
2022-01-07,David Wilson,Gadget Y,Services,2,514.8023020204986,1029.6046040409972,84.70416930524596,617.7627624245982,411.84184161639894,CUST_5175,Social Media,Large,40.00000000000001,1,1,2022,Friday
2022-01-07,Eva Garcia,Gadget X,Hardware,1,428.76361164194367,428.76361164194367,30.73416613978589,257.2581669851662,171.50544465677746,CUST_4486,Website,Medium,40.0,1,1,2022,Friday
2022-01-07,Carol Brown,Widget A,Hardware,1,255.43016194732658,255.43016194732658,37.04788402679377,153.25809716839595,102.17206477893063,CUST_6063,Trade Show,Small,40.0,1,1,2022,Friday
2022-01-07,Eva Garcia,Widget B,Services,1,158.23579698790226,158.23579698790226,12.119879799997642,94.94147819274136,63.294318795160905,CUST_5964,Website,Small,40.0,1,1,2022,Friday
2022-01-08,Alice Johnson,Widget A,Electronics,3,289.72860330506376,869.1858099151913,102.97515237480178,521.5114859491148,347.6743239660765,CUST_1924,Social Media,Large,40.0,1,1,2022,Saturday
2022-01-08,Eva Garcia,Widget B,Hardware,1,193.3553342975304,193.3553342975304,27.702569485650894,116.01320057851822,77.34213371901217,CUST_8409,Cold Call,Small,40.00000000000001,1,1,2022,Saturday
2022-01-09,Alice Johnson,Widget C,Hardware,2,367.25307601374817,734.5061520274963,41.39029055741261,440.7036912164978,293.8024608109985,CUST_8266,Website,Small,40.0,1,1,2022,Sunday
2022-01-10,Carol Brown,Gadget Y,Hardware,1,572.9960717112453,572.9960717112453,36.05058733619512,343.7976430267472,229.19842868449814,CUST_5780,Social Media,Small,40.0,1,1,2022,Monday
2022-01-10,Alice Johnson,Widget A,Services,2,265.5712483086875,531.142496617375,45.580668855991526,318.68549797042493,212.45699864695,CUST_8239,Referral,Small,40.00000000000001,1,1,2022,Monday
2022-01-10,Carol Brown,Widget C,Software,2,325.4391328930339,650.8782657860678,89.6033909486406,390.5269594716407,260.3513063144271,CUST_7544,Social Media,Medium,40.0,1,1,2022,Monday
2022-01-10,Bob Smith,Widget C,Hardware,4,356.90384596571056,1427.6153838628422,159.50228632217994,856.5692303177053,571.0461535451369,CUST_7881,Referral,Small,40.0,1,1,2022,Monday
2022-01-10,Carol Brown,Widget C,Hardware,1,331.5254080683365,331.5254080683365,46.76070661413134,198.9152448410019,132.6101632273346,CUST_5637,Referral,Medium,40.0,1,1,2022,Monday
2022-01-10,Eva Garcia,Gadget Y,Services,1,703.1159624408211,703.1159624408211,94.36458969544435,421.8695774644927,281.24638497632844,CUST_3832,Trade Show,Small,40.0,1,1,2022,Monday
2022-01-10,Eva Garcia,Widget B,Software,2,142.7860421992822,285.5720843985644,21.136492711295386,171.34325063913863,114.22883375942578,CUST_2906,Website,Small,40.00000000000001,1,1,2022,Monday
2022-01-10,Carol Brown,Gadget X,Services,2,445.9895982219245,891.979196443849,81.31828374116515,535.1875178663093,356.79167857753964,CUST_2887,Cold Call,Small,40.00000000000001,1,1,2022,Monday
2022-01-10,Bob Smith,Gadget Y,Software,1,636.9663992411851,636.9663992411851,53.99049589766767,382.179839544711,254.78655969647406,CUST_7677,Social Media,Small,40.00000000000001,1,1,2022,Monday
2022-01-10,Eva Garcia,Widget A,Services,1,236.7819003625074,236.7819003625074,20.464346012500354,142.06914021750444,94.71276014500296,CUST_8240,Referral,Medium,40.0,1,1,2022,Monday
2022-01-10,Alice Johnson,Widget C,Hardware,2,325.700109624354,651.400219248708,92.76211141018977,390.8401315492248,260.56008769948323,CUST_9717,Referral,Medium,40.0,1,1,2022,Monday
2022-01-11,Bob Smith,Widget C,Services,1,321.1403347152146,321.1403347152146,38.12467277675826,192.68420082912874,128.45613388608584,CUST_1918,Cold Call,Small,40.0,1,1,2022,Tuesday
2022-01-11,Eva Garcia,Widget B,Software,1,158.94416819114838,158.94416819114838,19.66783411979786,95.36650091468903,63.57766727645935,CUST_9905,Website,Medium,40.0,1,1,2022,Tuesday
2022-01-11,Bob Smith,Gadget X,Electronics,3,375.34087852255544,1126.0226355676664,123.14098567878406,675.6135813405998,450.4090542270666,CUST_8561,Cold Call,Medium,40.0,1,1,2022,Tuesday
2022-01-11,Bob Smith,Gadget X,Hardware,2,468.07022556566994,936.1404511313399,99.6482700207754,561.684270678804,374.45618045253593,CUST_3472,Social Media,Small,40.0,1,1,2022,Tuesday
2022-01-11,Bob Smith,Widget B,Hardware,1,209.64508218696935,209.64508218696935,31.164061150538735,125.78704931218161,83.85803287478774,CUST_4812,Website,Small,40.0,1,1,2022,Tuesday
2022-01-11,Eva Garcia,Gadget X,Software,1,423.34227340925094,423.34227340925094,59.13098502807885,254.00536404555055,169.33690936370039,CUST_9434,Social Media,Large,40.0,1,1,2022,Tuesday
2022-01-11,Bob Smith,Gadget X,Services,4,411.12041536440825,1644.481661457633,83.09565940552868,986.6889968745797,657.7926645830532,CUST_1117,Website,Small,40.0,1,1,2022,Tuesday
2022-01-11,Carol Brown,Widget A,Software,1,301.08301224205763,301.08301224205763,38.22227563454336,180.64980734523456,120.43320489682307,CUST_7469,Referral,Small,40.00000000000001,1,1,2022,Tuesday
2022-01-11,Carol Brown,Gadget X,Electronics,2,522.882546994679,1045.765093989358,107.69707486360032,627.4590563936148,418.3060375957433,CUST_3048,Referral,Medium,40.00000000000001,1,1,2022,Tuesday
2022-01-11,Eva Garcia,Widget C,Hardware,1,409.0808775516496,409.0808775516496,34.22388122870335,245.44852653098977,163.63235102065985,CUST_1009,Social Media,Small,40.0,1,1,2022,Tuesday
2022-01-11,David Wilson,Widget B,Electronics,2,151.001899020806,302.003798041612,17.753840234283125,181.2022788249672,120.8015192166448,CUST_2342,Social Media,Small,40.0,1,1,2022,Tuesday
2022-01-12,Carol Brown,Widget A,Electronics,4,259.2786468342827,1037.1145873371308,70.6516750296807,622.2687524022784,414.8458349348524,CUST_3560,Trade Show,Medium,40.00000000000001,1,1,2022,Wednesday
2022-01-12,Carol Brown,Widget A,Electronics,1,234.90037033210447,234.90037033210447,15.589302675225595,140.94022219926268,93.9601481328418,CUST_5820,Social Media,Medium,40.0,1,1,2022,Wednesday
2022-01-12,Carol Brown,Widget B,Software,1,195.68024466177044,195.68024466177044,25.7632500437348,117.40814679706226,78.27209786470819,CUST_7943,Cold Call,Medium,40.0,1,1,2022,Wednesday
2022-01-12,Alice Johnson,Widget A,Electronics,1,241.84941169580398,241.84941169580398,21.560442388956712,145.1096470174824,96.73976467832159,CUST_5033,Social Media,Large,40.0,1,1,2022,Wednesday
2022-01-12,Carol Brown,Widget C,Software,1,325.28622016385845,325.28622016385845,20.79463961729887,195.17173209831506,130.11448806554338,CUST_6742,Social Media,Small,40.0,1,1,2022,Wednesday
2022-01-13,Eva Garcia,Widget A,Electronics,2,264.22341686174104,528.4468337234821,67.56572928790624,317.06810023408923,211.37873348939286,CUST_3336,Trade Show,Small,40.0,1,1,2022,Thursday
2022-01-13,Bob Smith,Gadget Y,Hardware,2,575.623516236613,1151.247032473226,101.17407194208738,690.7482194839356,460.4988129892904,CUST_7359,Trade Show,Small,40.0,1,1,2022,Thursday
2022-01-13,Eva Garcia,Gadget Y,Electronics,1,615.6317392244409,615.6317392244409,75.24574744513633,369.37904353466456,246.25269568977637,CUST_5225,Cold Call,Medium,40.0,1,1,2022,Thursday
2022-01-13,Carol Brown,Gadget X,Services,3,482.3144346713258,1446.9433040139775,211.11985040499894,868.1659824083864,578.777321605591,CUST_7166,Referral,Large,40.0,1,1,2022,Thursday
2022-01-13,David Wilson,Widget B,Electronics,1,208.21669957582142,208.21669957582142,12.509546936293374,124.93001974549284,83.28667983032858,CUST_8790,Trade Show,Small,40.00000000000001,1,1,2022,Thursday
2022-01-13,David Wilson,Gadget X,Services,2,471.6454154281521,943.2908308563042,61.55340959567711,565.9744985137825,377.3163323425217,CUST_9795,Referral,Small,40.0,1,1,2022,Thursday
2022-01-13,Carol Brown,Gadget Y,Software,4,613.4330414567478,2453.732165826991,349.79633147095075,1472.2392994961947,981.4928663307965,CUST_2792,Social Media,Large,40.0,1,1,2022,Thursday
2022-01-13,David Wilson,Widget A,Electronics,2,251.39312280721737,502.78624561443473,45.20061942760882,301.6717473686608,201.11449824577392,CUST_8112,Social Media,Small,40.0,1,1,2022,Thursday
2022-01-13,David Wilson,Widget A,Electronics,2,277.3547879617737,554.7095759235474,34.0739953517593,332.82574555412845,221.88383036941894,CUST_1536,Referral,Large,40.0,1,1,2022,Thursday
2022-01-13,Bob Smith,Widget B,Hardware,1,173.9558754127777,173.9558754127777,16.56824498065851,104.3735252476666,69.58235016511108,CUST_2205,Website,Small,40.0,1,1,2022,Thursday
2022-01-13,Eva Garcia,Widget A,Electronics,3,291.7255381322348,875.1766143967045,68.05261091401199,525.1059686380227,350.07064575868185,CUST_3713,Trade Show,Small,40.00000000000001,1,1,2022,Thursday
2022-01-13,Alice Johnson,Widget A,Services,3,306.91629065997097,920.7488719799129,95.30392761287317,552.4493231879477,368.2995487919652,CUST_7704,Website,Small,40.0,1,1,2022,Thursday
2022-01-13,Carol Brown,Widget C,Services,3,267.8623164622639,803.5869493867917,56.66410125866352,482.152169632075,321.4347797547167,CUST_5524,Social Media,Small,40.0,1,1,2022,Thursday
2022-01-14,Carol Brown,Widget B,Software,1,152.37578732431038,152.37578732431038,19.280965957322977,91.42547239458622,60.95031492972416,CUST_7016,Social Media,Small,40.0,1,1,2022,Friday
2022-01-14,Carol Brown,Widget B,Software,3,230.32858875003498,690.9857662501049,70.93511084004298,414.591459750063,276.3943065000419,CUST_1054,Trade Show,Medium,39.99999999999999,1,1,2022,Friday
2022-01-14,Eva Garcia,Widget A,Electronics,2,232.38824741351175,464.7764948270235,24.154924206214083,278.8658968962141,185.9105979308094,CUST_8221,Website,Medium,40.0,1,1,2022,Friday
2022-01-14,Carol Brown,Widget C,Electronics,2,296.69391520166766,593.3878304033353,72.44156345476695,356.0326982420012,237.35513216133415,CUST_8970,Cold Call,Large,40.0,1,1,2022,Friday
2022-01-14,David Wilson,Gadget Y,Software,3,560.5660009129504,1681.698002738851,86.27143101691938,1009.0188016433106,672.6792010955405,CUST_9966,Website,Small,40.00000000000001,1,1,2022,Friday
2022-01-14,Carol Brown,Gadget Y,Hardware,2,543.7586590666008,1087.5173181332016,100.20651561224437,652.5103908799209,435.00692725328065,CUST_9705,Website,Medium,40.0,1,1,2022,Friday
2022-01-14,David Wilson,Widget C,Software,1,305.3276208791528,305.3276208791528,40.62855747016907,183.19657252749167,122.13104835166112,CUST_1804,Website,Small,40.0,1,1,2022,Friday
2022-01-14,David Wilson,Widget C,Services,5,354.83328888392145,1774.1664444196072,227.0505075180473,1064.4998666517645,709.6665777678427,CUST_3679,Cold Call,Medium,39.99999999999999,1,1,2022,Friday
2022-01-14,Alice Johnson,Widget B,Hardware,2,210.6257263834711,421.2514527669422,38.020051706009504,252.7508716601653,168.50058110677688,CUST_8368,Cold Call,Small,40.0,1,1,2022,Friday
2022-01-14,Bob Smith,Widget B,Electronics,1,181.57859069151124,181.57859069151124,14.02344759301158,108.94715441490673,72.6314362766045,CUST_1074,Referral,Small,40.0,1,1,2022,Friday
2022-01-14,Bob Smith,Gadget X,Electronics,2,468.3713740071512,936.7427480143024,124.56259913541793,562.0456488085814,374.697099205721,CUST_2622,Social Media,Small,40.0,1,1,2022,Friday
2022-01-14,Eva Garcia,Widget C,Electronics,1,265.5173246643891,265.5173246643891,32.716635276516826,159.31039479863344,106.20692986575565,CUST_9801,Trade Show,Medium,40.00000000000001,1,1,2022,Friday
2022-01-15,Alice Johnson,Widget B,Electronics,1,186.90505116870187,186.90505116870187,12.453172713021008,112.14303070122112,74.76202046748075,CUST_2386,Website,Small,40.0,1,1,2022,Saturday
2022-01-15,David Wilson,Widget C,Software,1,244.16891489649768,244.16891489649768,32.6473126290863,146.5013489378986,97.66756595859908,CUST_8679,Trade Show,Medium,40.0,1,1,2022,Saturday
2022-01-15,Carol Brown,Widget B,Hardware,2,188.87972221585602,377.75944443171204,27.007548021824217,226.65566665902722,151.10377777268482,CUST_8715,Trade Show,Small,40.0,1,1,2022,Saturday
2022-01-16,Alice Johnson,Widget B,Software,1,183.32705022650774,183.32705022650774,10.543831299944287,109.99623013590464,73.3308200906031,CUST_6136,Website,Small,40.0,1,1,2022,Sunday
2022-01-16,Carol Brown,Widget B,Electronics,3,192.73953483819858,578.2186045145958,69.07957261959591,346.9311627087574,231.28744180583834,CUST_4549,Referral,Small,40.00000000000001,1,1,2022,Sunday
2022-01-16,Eva Garcia,Gadget X,Hardware,4,424.68899508475795,1698.7559803390318,108.17994576649002,1019.253588203419,679.5023921356128,CUST_1329,Website,Small,40.00000000000001,1,1,2022,Sunday
2022-01-16,David Wilson,Widget C,Services,2,361.1050570858846,722.2101141717692,82.13201490795066,433.3260685030615,288.8840456687077,CUST_6319,Website,Large,40.0,1,1,2022,Sunday
2022-01-16,David Wilson,Widget C,Software,1,342.0491585028791,342.0491585028791,40.01692842671628,205.22949510172745,136.81966340115164,CUST_5873,Website,Small,40.0,1,1,2022,Sunday
2022-01-17,Carol Brown,Widget B,Hardware,1,154.70712139743972,154.70712139743972,8.92587690050916,92.82427283846383,61.882848558975894,CUST_3983,Referral,Medium,40.0,1,1,2022,Monday
2022-01-17,David Wilson,Widget A,Services,3,262.5258335879336,787.5775007638008,64.48310500033462,472.54650045828043,315.03100030552037,CUST_9684,Referral,Medium,40.00000000000001,1,1,2022,Monday
2022-01-17,Bob Smith,Widget C,Software,4,305.99469856631345,1223.9787942652538,69.7704271936167,734.3872765591523,489.5915177061015,CUST_3032,Social Media,Small,40.0,1,1,2022,Monday
2022-01-17,David Wilson,Widget A,Services,3,220.34162261946568,661.0248678583971,98.10160791182955,396.61492071503824,264.40994714335886,CUST_5361,Website,Small,40.0,1,1,2022,Monday
2022-01-17,David Wilson,Gadget Y,Electronics,1,574.7887909742485,574.7887909742485,45.24961482206361,344.8732745845491,229.9155163896994,CUST_7467,Referral,Small,40.0,1,1,2022,Monday
2022-01-17,Alice Johnson,Widget A,Electronics,5,242.9553847784873,1214.7769238924366,112.7037393469697,728.8661543354619,485.9107695569746,CUST_9056,Trade Show,Small,40.0,1,1,2022,Monday
2022-01-17,Bob Smith,Gadget Y,Electronics,5,633.7847324383542,3168.923662191771,438.64208949825894,1901.3541973150627,1267.5694648767085,CUST_9202,Social Media,Large,40.0,1,1,2022,Monday
2022-01-17,David Wilson,Gadget X,Hardware,1,381.03626961372055,381.03626961372055,50.97601275655606,228.62176176823232,152.41450784548823,CUST_6429,Social Media,Medium,40.0,1,1,2022,Monday
2022-01-17,Bob Smith,Widget C,Software,4,306.6922450748229,1226.7689802992916,162.6948009096276,736.0613881795749,490.70759211971665,CUST_2796,Website,Small,40.0,1,1,2022,Monday
2022-01-17,David Wilson,Widget B,Electronics,1,178.12710437760654,178.12710437760654,15.96449956486707,106.87626262656393,71.25084175104261,CUST_8312,Cold Call,Medium,40.0,1,1,2022,Monday
2022-01-17,Eva Garcia,Gadget Y,Hardware,1,592.0165149197359,592.0165149197359,45.76047152769733,355.2099089518415,236.80660596789437,CUST_2218,Website,Medium,40.0,1,1,2022,Monday
2022-01-18,Carol Brown,Gadget Y,Services,1,667.5407270621778,667.5407270621778,38.787201342371844,400.52443623730665,267.01629082487113,CUST_4020,Trade Show,Small,40.0,1,1,2022,Tuesday
2022-01-18,Alice Johnson,Widget B,Services,4,180.77889050539724,723.115562021589,77.46873987905468,433.8693372129534,289.2462248086356,CUST_7183,Cold Call,Medium,40.0,1,1,2022,Tuesday
2022-01-18,Alice Johnson,Widget C,Services,2,352.9751494539465,705.950298907893,95.34435753536191,423.57017934473583,282.3801195631572,CUST_2704,Social Media,Medium,40.0,1,1,2022,Tuesday
2022-01-18,Alice Johnson,Gadget Y,Software,1,619.068310152113,619.068310152113,85.53277650275513,371.4409860912678,247.62732406084518,CUST_1556,Referral,Small,40.0,1,1,2022,Tuesday
2022-01-18,Bob Smith,Widget B,Services,1,168.6687021351165,168.6687021351165,20.974092368300727,101.20122128106989,67.4674808540466,CUST_4998,Referral,Medium,40.0,1,1,2022,Tuesday
2022-01-18,Eva Garcia,Gadget Y,Services,2,611.4659440811943,1222.9318881623885,92.91880280233374,733.7591328974331,489.1727552649554,CUST_5543,Social Media,Medium,40.0,1,1,2022,Tuesday
